ensembl_gene_id,logFC,logCPM,F,PValue,FDR,gene_symbol,cellranger_version,pseudobulk,gene,gene2,gene3
ENSG00000197070,0.648192679,8.662839983,1151.744486,4.27E-155,1.62E-153,ARRDC1,v3,FALSE,Rras,Arrdc1,RRAS
ENSG00000166226,0.607521839,8.892726701,714.1613731,4.89E-155,1.85E-153,CCT2,v3,FALSE,Mapk13,Cct2,MAPK13
ENSG00000138028,0.691663,8.595443989,1706.921314,1.42E-154,5.35E-153,CGREF1,v3,FALSE,Vgll1,Cgref1,VGLL1
ENSG00000126458,0.722160932,8.657228337,1040.113438,1.67E-154,6.26E-153,RRAS,v3,FALSE,Noc2l,Rras,NOC2L
ENSG00000156711,0.599774958,8.715427242,1256.926519,5.95E-154,2.23E-152,MAPK13,v3,FALSE,Mgp,Mapk13,MGP
ENSG00000102243,0.659427338,8.650641976,1656.149121,1.20E-153,4.49E-152,VGLL1,v3,FALSE,Ppp1r35,Vgll1,PPP1R35
ENSG00000188976,0.605162615,8.91394944,704.7275719,4.80E-153,1.79E-151,NOC2L,v3,FALSE,Rac3,Noc2l,RAC3
ENSG00000111341,0.590340428,11.6993849,704.6443696,5.00E-153,1.86E-151,MGP,v3,FALSE,H2afx,Mgp,H2AFX
ENSG00000160813,0.587862391,8.762128273,704.0456854,6.69E-153,2.48E-151,PPP1R35,v3,FALSE,Idi1,Ppp1r35,IDI1
ENSG00000169750,0.609342108,8.794385422,703.4516095,8.95E-153,3.31E-151,RAC3,v3,FALSE,Mal2,Rac3,MAL2
ENSG00000188486,0.700594353,8.627344739,1195.544232,1.43E-152,5.28E-151,H2AFX,v3,FALSE,Cnfn,H2afx,CNFN
ENSG00000067064,0.628375737,8.798740924,698.2997093,1.09E-151,4.02E-150,IDI1,v3,FALSE,Psenen,Idi1,PSENEN
ENSG00000147676,0.61201716,8.705011513,806.6048648,2.93E-151,1.07E-149,MAL2,v3,FALSE,Twistnb,Mal2,TWISTNB
ENSG00000105427,0.585344725,8.803208611,695.8803139,3.55E-151,1.29E-149,CNFN,v3,FALSE,Crb3,Cnfn,CRB3
ENSG00000205155,0.608789309,8.845980319,695.2812668,4.75E-151,1.73E-149,PSENEN,v3,FALSE,Atg101,Psenen,ATG101
ENSG00000105849,0.623094954,8.865932456,693.4367161,1.17E-150,4.23E-149,TWISTNB,v3,FALSE,Nedd9,Twistnb,NEDD9
ENSG00000130545,0.648330377,8.640060807,1400.845643,8.89E-150,3.19E-148,CRB3,v3,FALSE,Cst6,Crb3,CST6
ENSG00000123395,0.660507828,8.747490882,791.7599202,9.30E-150,3.33E-148,ATG101,v3,FALSE,Map7d1,Atg101,MAP7D1
ENSG00000111859,0.745274564,8.621231537,1300.847101,1.53E-149,5.48E-148,NEDD9,v3,FALSE,Erf,Nedd9,ERF
ENSG00000175315,0.668714757,8.606790927,1692.007413,3.60E-149,1.28E-147,CST6,v3,FALSE,Mesp2,Cst6,MESP2
ENSG00000116871,0.685398447,8.693377874,868.4122666,1.92E-148,6.79E-147,MAP7D1,v3,FALSE,Gas6,Map7d1,GAS6
ENSG00000105722,0.683043012,8.701889523,942.8879698,5.27E-147,1.86E-145,ERF,v3,FALSE,Sertad3,Erf,SERTAD3
ENSG00000188095,0.641268161,8.619648448,1579.22306,7.71E-147,2.71E-145,MESP2,v3,FALSE,Cks2,Mesp2,CKS2
ENSG00000183087,0.601192701,8.882964205,675.0976245,8.76E-147,3.07E-145,GAS6,v3,FALSE,Mesp1,Gas6,MESP1
ENSG00000167565,0.674093918,8.719197433,831.6592486,4.67E-146,1.64E-144,SERTAD3,v3,FALSE,Cflar,Sertad3,CFLAR
ENSG00000123975,0.668223606,9.126814551,668.8996687,1.79E-145,6.25E-144,CKS2,v3,FALSE,Dnajb11,Cks2,DNAJB11
ENSG00000166823,0.599567753,8.960989196,663.6755601,2.28E-144,7.92E-143,MESP1,v3,FALSE,S100a2,Mesp1,S100A2
ENSG00000003402,0.589959107,8.75847159,662.0908034,4.94E-144,1.71E-142,CFLAR,v3,FALSE,Tspan15,Cflar,TSPAN15
ENSG00000090520,0.605726448,8.840761505,659.3019133,1.92E-143,6.64E-142,DNAJB11,v3,FALSE,Cbx4,Dnajb11,CBX4
ENSG00000196754,0.677811824,8.72267334,658.4864077,2.86E-143,9.86E-142,S100A2,v3,FALSE,Tsc22d2,S100a2,TSC22D2
ENSG00000099282,0.607011909,8.697717061,1322.940459,4.75E-143,1.63E-141,TSPAN15,v3,FALSE,Na,Tspan15,NA
ENSG00000141582,0.665207983,8.587791838,1556.52694,1.01E-142,3.45E-141,CBX4,v3,FALSE,Cmtm8,Cbx4,CMTM8
ENSG00000196428,0.71861955,8.665827993,998.5684487,1.43E-141,4.84E-140,TSC22D2,v3,FALSE,Taf1d,Tsc22d2,TAF1D
ENSG00000282988,0.651909553,8.611047129,1143.177813,2.00E-141,6.75E-140,NA,v3,FALSE,Top1,Na,TOP1
ENSG00000170293,0.644565888,8.641068777,1314.09068,4.52E-141,1.52E-139,CMTM8,v3,FALSE,Tincr,Cmtm8,TINCR
ENSG00000166012,0.611897602,8.867252828,645.9304223,1.30E-140,4.36E-139,TAF1D,v3,FALSE,Hist1h4c,Taf1d,HIST1H4C
ENSG00000198900,0.590599384,8.843824607,645.7350609,1.43E-140,4.79E-139,TOP1,v3,FALSE,Slc20a1,Top1,SLC20A1
ENSG00000223573,0.607679912,8.692664961,804.2678066,2.77E-139,9.18E-138,TINCR,v3,FALSE,Tuba1c,Tincr,TUBA1C
ENSG00000197061,0.700051469,9.870423683,638.9261765,3.96E-139,1.31E-137,HIST1H4C,v3,FALSE,Arl8a,Hist1h4c,ARL8A
ENSG00000144136,0.700318315,8.632841492,1059.01484,1.43E-138,4.72E-137,SLC20A1,v3,FALSE,Cxcr4,Slc20a1,CXCR4
ENSG00000167553,0.592598045,8.905397661,633.8917976,4.61E-138,1.52E-136,TUBA1C,v3,FALSE,Pqlc1,Tuba1c,PQLC1
ENSG00000143862,0.668670026,8.640609413,989.0818726,7.57E-138,2.48E-136,ARL8A,v3,FALSE,Mxd1,Arl8a,MXD1
ENSG00000121966,0.61889463,8.783315453,632.1764192,1.06E-137,3.48E-136,CXCR4,v3,FALSE,Fam241a,Cxcr4,FAM241A
ENSG00000122490,0.660281565,8.67138668,856.7193115,1.90E-136,6.20E-135,PQLC1,v3,FALSE,Cdc34,Pqlc1,CDC34
ENSG00000059728,0.653820414,8.566806527,1922.803732,2.83E-136,9.20E-135,MXD1,v3,FALSE,Clic3,Mxd1,CLIC3
ENSG00000174749,0.599926627,8.650753659,1519.423342,1.20E-135,3.88E-134,FAM241A,v3,FALSE,Lad1,Fam241a,LAD1
ENSG00000099804,0.65452377,8.619154427,1108.945257,2.20E-135,7.11E-134,CDC34,v3,FALSE,Znf296,Cdc34,ZNF296
ENSG00000119630,-0.705039424,8.891732279,617.3095689,1.51E-134,4.85E-133,PGF,v3,FALSE,Nudt8,Pgf,NUDT8
ENSG00000169583,0.627136483,8.821182183,617.2413207,1.56E-134,5.01E-133,CLIC3,v3,FALSE,Dlx5,Clic3,DLX5
ENSG00000159166,0.603602223,8.715250915,702.1387908,1.65E-134,5.30E-133,LAD1,v3,FALSE,Phlda3,Lad1,PHLDA3
ENSG00000170684,0.651194108,8.600327395,1259.03634,1.44E-133,4.60E-132,ZNF296,v3,FALSE,Zg16b,Znf296,ZG16B
ENSG00000167799,0.60976439,8.6398417,1054.544654,1.92E-133,6.12E-132,NUDT8,v3,FALSE,Ahsa1,Nudt8,AHSA1
ENSG00000105880,0.662234922,8.757599982,611.6694751,1.27E-132,4.04E-131,DLX5,v3,FALSE,Tdg,Dlx5,TDG
ENSG00000174307,0.616347087,8.743094529,648.6684606,3.27E-132,1.03E-130,PHLDA3,v3,FALSE,Mfsd10,Phlda3,MFSD10
ENSG00000162078,0.624711551,8.613464395,1572.857347,4.50E-131,1.41E-129,ZG16B,v3,FALSE,Pglyrp4,Zg16b,PGLYRP4
ENSG00000100591,0.589920219,8.755437709,639.6252785,9.87E-131,3.07E-129,AHSA1,v3,FALSE,Klhdc7b,Ahsa1,KLHDC7B
ENSG00000139372,0.603642339,8.730662045,679.3790372,4.21E-129,1.30E-127,TDG,v3,FALSE,Muc1,Tdg,MUC1
ENSG00000109736,0.599158254,8.673490313,769.6136285,4.94E-129,1.53E-127,MFSD10,v3,FALSE,Rpp25,Mfsd10,RPP25
ENSG00000163218,0.598935678,8.637203227,1408.268942,5.20E-129,1.61E-127,PGLYRP4,v3,FALSE,Prrx2,Pglyrp4,PRRX2
ENSG00000130487,0.60731874,8.564340111,2501.103937,2.82E-128,8.67E-127,KLHDC7B,v3,FALSE,Capn1,Klhdc7b,CAPN1
ENSG00000185499,0.625037973,8.612772796,1384.893635,3.94E-128,1.21E-126,MUC1,v3,FALSE,Tmbim1,Muc1,TMBIM1
ENSG00000178718,0.595285937,8.628996572,1390.327486,8.36E-128,2.55E-126,RPP25,v3,FALSE,Gls,Rpp25,GLS
ENSG00000167157,0.659825641,8.591975044,1280.915829,1.20E-127,3.68E-126,PRRX2,v3,FALSE,Klk5,Prrx2,KLK5
ENSG00000014216,0.602729105,8.675100963,826.4501094,1.49E-127,4.53E-126,CAPN1,v3,FALSE,Ctxn1,Capn1,CTXN1
ENSG00000135926,0.617348413,8.727681566,662.4288574,9.69E-127,2.92E-125,TMBIM1,v3,FALSE,Tob2,Tmbim1,TOB2
ENSG00000115419,0.623176989,8.757643094,649.5174762,3.00E-126,9.02E-125,GLS,v3,FALSE,Mrpl23,Gls,MRPL23
ENSG00000167754,0.614960189,8.609846342,1375.997633,5.22E-126,1.56E-124,KLK5,v3,FALSE,Bcl7b,Klk5,BCL7B
ENSG00000178531,0.618305126,8.565156571,1985.855758,2.00E-125,5.95E-124,CTXN1,v3,FALSE,Spsb1,Ctxn1,SPSB1
ENSG00000183864,0.598459478,8.736922852,664.2419199,1.29E-124,3.82E-123,TOB2,v3,FALSE,Elfn1-as1,Tob2,ELFN1-AS1
ENSG00000214026,0.599738659,8.681477787,761.3428562,1.76E-124,5.20E-123,MRPL23,v3,FALSE,Mlf1,Mrpl23,MLF1
ENSG00000106635,0.603680665,8.691423428,727.9771183,3.56E-124,1.04E-122,BCL7B,v3,FALSE,Tm4sf1-as1,Bcl7b,TM4SF1-AS1
ENSG00000171621,0.637988666,8.647576067,854.6329918,3.60E-124,1.05E-122,SPSB1,v3,FALSE,Ttll4,Spsb1,TTLL4
ENSG00000236081,0.606823947,8.589710936,831.1948949,1.66E-122,4.79E-121,ELFN1-AS1,v3,FALSE,Col9a3,Elfn1-as1,COL9A3
ENSG00000178053,0.622679148,8.681634347,796.2397622,8.49E-122,2.43E-120,MLF1,v3,FALSE,Kpna2,Mlf1,KPNA2
ENSG00000240541,0.666124825,8.587160278,1321.585638,3.72E-121,1.06E-119,TM4SF1-AS1,v3,FALSE,Taf10,Tm4sf1-as1,TAF10
ENSG00000135912,0.595576031,8.684747595,723.0398071,3.85E-120,1.09E-118,TTLL4,v3,FALSE,Naprt,Ttll4,NAPRT
ENSG00000092758,0.586336803,9.116390299,545.9354074,2.15E-119,6.05E-118,COL9A3,v3,FALSE,Mxd4,Col9a3,MXD4
ENSG00000182481,0.601107554,9.108252844,545.2877779,2.95E-119,8.30E-118,KPNA2,v3,FALSE,Mxra8,Kpna2,MXRA8
ENSG00000166337,0.620027826,8.610182926,1021.065007,5.68E-119,1.59E-117,TAF10,v3,FALSE,Tes,Taf10,TES
ENSG00000147813,0.597466346,8.63194812,1413.251292,7.73E-118,2.15E-116,NAPRT,v3,FALSE,Pxdc1,Naprt,PXDC1
ENSG00000123933,0.598100723,8.640049517,795.7094417,8.67E-118,2.40E-116,MXD4,v3,FALSE,Stk17a,Mxd4,STK17A
ENSG00000162576,0.612938861,8.607024339,1430.734988,5.78E-117,1.59E-115,MXRA8,v3,FALSE,Ugdh,Mxra8,UGDH
ENSG00000135269,0.586869317,8.727968391,607.5587485,9.16E-115,2.47E-113,TES,v3,FALSE,Mgll,Tes,MGLL
ENSG00000168994,0.629750433,8.647215323,777.0493916,4.69E-113,1.24E-111,PXDC1,v3,FALSE,Abhd3,Pxdc1,ABHD3
ENSG00000164543,0.613440122,8.674377806,699.432744,5.21E-112,1.37E-110,STK17A,v3,FALSE,Lgalsl,Stk17a,LGALSL
ENSG00000109814,0.646477661,8.624128733,907.013632,8.71E-112,2.28E-110,UGDH,v3,FALSE,Loc102724889,Ugdh,LOC10272489
ENSG00000074416,0.585313631,8.617634851,873.7268296,2.24E-111,5.84E-110,MGLL,v3,FALSE,Rgs2,Mgll,RGS2
ENSG00000158201,0.638165847,8.612694899,1010.476833,1.23E-110,3.18E-109,ABHD3,v3,FALSE,Map2k3,Abhd3,MAP2K3
ENSG00000119862,0.605784766,8.621394948,844.6423817,1.41E-110,3.65E-109,LGALSL,v3,FALSE,Kdm6b,Lgalsl,KDM6B
ENSG00000272009,0.601713701,8.612130838,925.1722337,2.88E-110,7.41E-109,LOC102724889,v3,FALSE,Alyref,Loc102724889,ALYREF
ENSG00000116741,0.588379503,8.852865412,496.7839171,6.24E-109,1.58E-107,RGS2,v3,FALSE,Na,Rgs2,NA
ENSG00000034152,0.621164327,8.639631504,831.849391,1.57E-108,3.95E-107,MAP2K3,v3,FALSE,Pi3,Map2k3,PI3
ENSG00000132510,0.619168364,8.594002075,1134.956087,2.29E-108,5.73E-107,KDM6B,v3,FALSE,Yrdc,Kdm6b,YRDC
ENSG00000183684,0.600905817,8.624119992,854.0073764,2.59E-108,6.48E-107,ALYREF,v3,FALSE,Cd14,Alyref,CD14
ENSG00000273702,0.613672433,8.588527244,1113.48585,4.40E-108,1.10E-106,NA,v3,FALSE,Gcnt2,Na,GCNT2
ENSG00000124102,0.595385926,8.602955887,710.273963,5.82E-107,1.43E-105,PI3,v3,FALSE,Odam,Pi3,ODAM
ENSG00000196449,0.596519219,8.630387313,823.5925255,4.24E-106,1.03E-104,YRDC,v3,FALSE,Abl2,Yrdc,ABL2
ENSG00000170458,0.587559072,8.605925413,1217.292246,1.20E-101,2.78E-100,CD14,v3,FALSE,Sowahc,Cd14,SOWAHC
ENSG00000111846,0.585263257,8.614866299,864.6592823,3.16E-101,7.28E-100,GCNT2,v3,FALSE,Per2,Gcnt2,PER2
ENSG00000109205,0.589143728,9.89316909,448.2544696,1.31E-96,2.93E-95,ODAM,v3,FALSE,Mmp7,Odam,MMP7
ENSG00000143322,0.586322371,8.660432652,630.5873544,2.98E-95,6.58E-94,ABL2,v3,FALSE,Csn3,Abl2,CSN3
ENSG00000198142,0.58879158,8.614521513,821.7684888,9.67E-95,2.12E-93,SOWAHC,v3,FALSE,,Sowahc,
ENSG00000132326,0.595533092,8.604577984,917.6782141,3.03E-94,6.63E-93,PER2,v3,FALSE,,Per2,
ENSG00000108821,-0.68091972,9.172471278,389.1322677,6.24E-86,1.22E-84,COL1A1,v3,FALSE,,Col1a1,
ENSG00000137673,0.609655277,9.0339089,373.5159613,1.39E-82,2.58E-81,MMP7,v3,FALSE,,Mmp7,
ENSG00000171209,0.826041172,9.288831776,378.9263077,2.52E-82,4.67E-81,CSN3,v3,FALSE,,Csn3,
,,,,,,,,,,,
