ensembl_gene_id,logFC,logCPM,F,PValue,FDR,gene_symbol,cellranger_version,pseudobulk,gene,gene2,gene3
ENSG00000044574,0.87973653,9.531680927,1284.114106,6.26E-274,4.87E-272,HSPA5,v3,FALSE,Anxa3,Hspa5,ANXA3
ENSG00000122566,0.595334742,9.870626596,1276.66505,2.15E-272,1.66E-270,HNRNPA2B1,v3,FALSE,Id3,Hnrnpa2b1,ID3
ENSG00000138772,0.692025436,8.896456643,1721.541226,2.74E-272,2.11E-270,ANXA3,v3,FALSE,Ccnd1,Anxa3,CCND1
ENSG00000117318,0.960574788,8.593258628,2828.685302,4.53E-268,3.46E-266,ID3,v3,FALSE,Tnfaip6,Id3,TNFAIP6
ENSG00000110092,0.886682346,9.062511124,1253.385948,1.37E-267,1.04E-265,CCND1,v3,FALSE,Lsr,Ccnd1,LSR
ENSG00000123610,0.891921999,8.655004706,1421.283839,8.98E-267,6.80E-265,TNFAIP6,v3,FALSE,Isg15,Tnfaip6,ISG15
ENSG00000105699,0.783700967,8.901499367,1242.674399,2.22E-265,1.68E-263,LSR,v3,FALSE,Ezr,Lsr,EZR
ENSG00000187608,0.954293435,8.794282226,1242.508833,2.41E-265,1.81E-263,ISG15,v3,FALSE,Ckb,Isg15,CKB
ENSG00000092820,0.803025209,9.062047502,1242.435537,2.49E-265,1.87E-263,EZR,v3,FALSE,Ankrd37,Ezr,ANKRD37
ENSG00000166165,0.850620461,9.116276236,1240.721848,5.68E-265,4.23E-263,CKB,v3,FALSE,Cenpw,Ckb,CENPW
ENSG00000186352,0.999341688,8.916597315,1238.581486,1.56E-264,1.15E-262,ANKRD37,v3,FALSE,Apod,Ankrd37,APOD
ENSG00000203760,0.874350411,9.357501746,1233.958807,1.40E-263,1.03E-261,CENPW,v3,FALSE,Ttyh1,Cenpw,TTYH1
ENSG00000189058,0.750552367,8.80468532,1227.997306,1.63E-261,1.19E-259,APOD,v3,FALSE,Krt16,Apod,KRT16
ENSG00000167614,0.819721821,9.148197533,1222.64541,3.06E-261,2.23E-259,TTYH1,v3,FALSE,Ctsh,Ttyh1,CTSH
ENSG00000186832,0.798351627,10.43519158,1222.336945,3.54E-261,2.57E-259,KRT16,v3,FALSE,Btg3,Krt16,BTG3
ENSG00000103811,0.726639076,9.002205372,1221.621747,4.97E-261,3.60E-259,CTSH,v3,FALSE,Hspd1,Ctsh,HSPD1
ENSG00000154640,0.83296083,8.756756982,1251.975314,4.69E-260,3.38E-258,BTG3,v3,FALSE,Nd3,Btg3,ND3
ENSG00000144381,0.669804316,9.688719909,1207.841311,3.51E-258,2.51E-256,HSPD1,v3,FALSE,Son,Hspd1,SON
ENSG00000198840,0.788839079,10.73342519,1191.045306,1.05E-254,7.47E-253,ND3,v3,FALSE,Hdgf,Nd3,HDGF
ENSG00000159140,0.709667789,9.426596436,1190.676724,1.25E-254,8.87E-253,SON,v3,FALSE,Skil,Son,SKIL
ENSG00000143321,0.720931257,9.106751212,1188.24247,3.99E-254,2.82E-252,HDGF,v3,FALSE,Sdc4,Hdgf,SDC4
ENSG00000136603,0.841586246,8.759515857,1257.881565,2.06E-253,1.46E-251,SKIL,v3,FALSE,Amtn,Skil,AMTN
ENSG00000124145,0.840496336,8.820415572,1178.657005,3.84E-252,2.70E-250,SDC4,v3,FALSE,Insig1,Sdc4,INSIG1
ENSG00000187689,0.821671343,8.95074946,1196.636167,3.94E-252,2.76E-250,AMTN,v3,FALSE,Pdzk1ip1,Amtn,PDZK1IP1
ENSG00000186480,0.881593698,8.993480965,1177.497302,6.68E-252,4.64E-250,INSIG1,v3,FALSE,Rufy3,Insig1,RUFY3
ENSG00000162366,0.684105961,9.193888955,1176.662869,9.95E-252,6.89E-250,PDZK1IP1,v3,FALSE,Sertad2,Pdzk1ip1,SERTAD2
ENSG00000018189,0.806721996,8.692695526,1826.056868,2.23E-251,1.54E-249,RUFY3,v3,FALSE,Sf1,Rufy3,SF1
ENSG00000179833,0.828669283,8.822059446,1226.994711,7.31E-251,5.03E-249,SERTAD2,v3,FALSE,Ddx5,Sertad2,DDX5
ENSG00000168066,0.790885574,8.950422649,1170.670853,1.73E-250,1.19E-248,SF1,v3,FALSE,S100a8,Sf1,S100A8
ENSG00000108654,0.613562073,9.71926481,1169.823118,2.60E-250,1.77E-248,DDX5,v3,FALSE,Hmgcs1,Ddx5,HMGCS1
ENSG00000143546,0.882519636,8.646968405,1161.204494,1.58E-248,1.07E-246,S100A8,v3,FALSE,Nd4l,S100a8,ND4L
ENSG00000112972,0.884471257,8.803998788,1156.130343,1.78E-247,1.20E-245,HMGCS1,v3,FALSE,Tubb4b,Hmgcs1,TUBB4B
ENSG00000212907,0.821987101,8.999183457,1144.368486,4.89E-245,3.28E-243,ND4L,v3,FALSE,Nfatc2,Nd4l,NFATC2
ENSG00000188229,0.803464717,9.122189531,1143.025861,9.28E-245,6.21E-243,TUBB4B,v3,FALSE,Dsg3,Tubb4b,DSG3
ENSG00000101096,0.898422939,8.581922817,3020.871421,4.01E-244,2.67E-242,NFATC2,v3,FALSE,Sema4a,Nfatc2,SEMA4A
ENSG00000134757,0.812070335,8.818058725,1136.812872,2.05E-243,1.36E-241,DSG3,v3,FALSE,Gnb2,Dsg3,GNB2
ENSG00000196189,0.951169557,8.623136577,2064.497145,1.61E-242,1.06E-240,SEMA4A,v3,FALSE,Plk2,Sema4a,PLK2
ENSG00000172354,0.673674451,9.152081453,1132.096754,1.72E-242,1.13E-240,GNB2,v3,FALSE,Slpi,Gnb2,SLPI
ENSG00000145632,0.885787619,8.719035604,1276.746739,2.69E-241,1.77E-239,PLK2,v3,FALSE,Tomm20,Plk2,TOMM20
ENSG00000124107,0.759279317,10.3754967,1120.614677,4.14E-240,2.70E-238,SLPI,v3,FALSE,Cryab,Slpi,CRYAB
ENSG00000173726,0.634079364,9.305722131,1117.850298,1.55E-239,1.00E-237,TOMM20,v3,FALSE,Dedd2,Tomm20,DEDD2
ENSG00000109846,0.890096649,9.028216469,1107.803781,1.89E-237,1.22E-235,CRYAB,v3,FALSE,Rbm39,Cryab,RBM39
ENSG00000160570,0.842509445,8.646610598,1585.596474,7.34E-237,4.70E-235,DEDD2,v3,FALSE,Krt23,Dedd2,KRT23
ENSG00000131051,0.606025799,9.511158067,1098.364225,1.73E-235,1.10E-233,RBM39,v3,FALSE,Cdv3,Rbm39,CDV3
ENSG00000108244,0.85322738,8.971192341,1097.646837,2.45E-235,1.55E-233,KRT23,v3,FALSE,Llgl2,Krt23,LLGL2
ENSG00000091527,0.767343496,8.777566806,1088.277707,2.15E-233,1.36E-231,CDV3,v3,FALSE,Vasp,Cdv3,VASP
ENSG00000073350,0.796321496,8.693802254,1358.484774,7.93E-233,4.99E-231,LLGL2,v3,FALSE,Gabrp,Llgl2,GABRP
ENSG00000125753,0.692204325,9.146488131,1084.647831,1.22E-232,7.67E-231,VASP,v3,FALSE,Rsrp1,Vasp,RSRP1
ENSG00000094755,0.749036563,8.82549088,1081.546296,5.43E-232,3.39E-230,GABRP,v3,FALSE,Lamb3,Gabrp,LAMB3
ENSG00000117616,0.811962567,8.751459796,1079.32834,1.56E-231,9.69E-230,RSRP1,v3,FALSE,Mtrnr2l1,Rsrp1,MTRNR2L1
ENSG00000196878,0.8432917,8.742357057,1148.407128,1.97E-230,1.22E-228,LAMB3,v3,FALSE,Bbc3,Lamb3,BBC3
ENSG00000256618,0.941007767,8.621805658,2131.077373,3.93E-230,2.42E-228,MTRNR2L1,v3,FALSE,Eif4a3,Mtrnr2l1,EIF4A3
ENSG00000105327,0.879087253,8.575347556,2867.665074,2.34E-228,1.43E-226,BBC3,v3,FALSE,Opa3,Bbc3,OPA3
ENSG00000141543,0.772512518,8.914225401,1063.658606,2.83E-228,1.73E-226,EIF4A3,v3,FALSE,Prss22,Eif4a3,PRSS22
ENSG00000125741,0.785489662,8.847822953,1062.040238,6.14E-228,3.74E-226,OPA3,v3,FALSE,Selenos,Opa3,SELENOS
ENSG00000005001,0.837181835,8.572817274,3098.641152,7.61E-224,4.59E-222,PRSS22,v3,FALSE,Hsbp1l1,Prss22,HSBP1L1
ENSG00000131871,0.663426962,9.191090852,1041.63621,1.08E-223,6.51E-222,SELENOS,v3,FALSE,Dus1l,Selenos,DUS1L
ENSG00000226742,0.681842716,8.985454744,1041.541719,1.13E-223,6.79E-222,HSBP1L1,v3,FALSE,Bcl3,Hsbp1l1,BCL3
ENSG00000169718,0.743471983,8.720295894,1080.766939,9.73E-223,5.77E-221,DUS1L,v3,FALSE,Plpp5,Dus1l,PLPP5
ENSG00000069399,0.890961672,8.624731309,1909.01802,1.29E-222,7.63E-221,BCL3,v3,FALSE,Ddx21,Bcl3,DDX21
ENSG00000147535,0.642349645,8.863394552,1035.630986,1.93E-222,1.14E-220,PLPP5,v3,FALSE,Ube2h,Plpp5,UBE2H
ENSG00000165732,0.752613219,8.873068597,1034.079211,4.06E-222,2.38E-220,DDX21,v3,FALSE,Fdcsp,Ddx21,FDCSP
ENSG00000186591,0.788558095,8.737078152,1112.309676,5.64E-222,3.30E-220,UBE2H,v3,FALSE,Eif5a,Ube2h,EIF5A
ENSG00000181617,1.191663088,12.61972788,1083.107314,1.23E-221,7.17E-220,FDCSP,v3,FALSE,Mafb,Fdcsp,MAFB
ENSG00000132507,0.680987839,9.039315309,1022.771394,9.22E-220,5.34E-218,EIF5A,v3,FALSE,Sdf4,Eif5a,SDF4
ENSG00000204103,0.787469071,8.805171722,1022.662096,9.71E-220,5.61E-218,MAFB,v3,FALSE,Ubald2,Mafb,UBALD2
ENSG00000078808,0.71877905,8.871730658,1019.572331,4.28E-219,2.46E-217,SDF4,v3,FALSE,Afdn,Sdf4,AFDN
ENSG00000185262,0.797227339,8.714681519,1147.224425,4.89E-219,2.81E-217,UBALD2,v3,FALSE,Zfas1,Ubald2,ZFAS1
ENSG00000130396,0.750618139,8.812698452,1018.071581,8.79E-219,5.03E-217,AFDN,v3,FALSE,Ptms,Afdn,PTMS
ENSG00000177410,0.594132823,9.846654357,1016.263076,2.09E-218,1.19E-216,ZFAS1,v3,FALSE,Tcp1,Zfas1,TCP1
ENSG00000159335,0.610370531,9.500012521,1013.088179,9.61E-218,5.44E-216,PTMS,v3,FALSE,Irf6,Ptms,IRF6
ENSG00000120438,0.680785127,9.128746586,1008.29007,9.62E-217,5.43E-215,TCP1,v3,FALSE,Ccl28,Tcp1,CCL28
ENSG00000117595,0.767894392,8.887521901,1007.813574,1.21E-216,6.80E-215,IRF6,v3,FALSE,Arc,Irf6,ARC
ENSG00000151882,0.627473147,8.851038244,1449.728204,1.05E-215,5.90E-214,CCL28,v3,FALSE,Krt14,Ccl28,KRT14
ENSG00000198576,0.700243178,8.556536864,4375.828848,1.39E-215,7.73E-214,ARC,v3,FALSE,Krt6b,Arc,KRT6B
ENSG00000186847,0.746501518,11.67442388,998.005412,1.34E-214,7.47E-213,KRT14,v3,FALSE,Sgk1,Krt14,SGK1
ENSG00000185479,0.963717047,8.758498692,989.1373697,9.51E-213,5.27E-211,KRT6B,v3,FALSE,Loc105369332,Krt6b,LOC105369332
ENSG00000118515,0.86074019,8.65997952,1570.437059,1.06E-212,5.86E-211,SGK1,v3,FALSE,F3,Sgk1,F3
ENSG00000256690,0.774314483,8.567044324,3395.133098,1.89E-212,1.04E-210,LOC105369332,v3,FALSE,Ccl2,Loc105369332,CCL2
ENSG00000117525,0.738221847,8.550332029,3998.557705,8.44E-211,4.64E-209,F3,v3,FALSE,Bspry,F3,BSPRY
ENSG00000108691,0.818114996,8.656594176,1016.916787,1.55E-210,8.52E-209,CCL2,v3,FALSE,Hmga1,Ccl2,HMGA1
ENSG00000119411,0.722481734,8.701598619,1790.822363,2.97E-210,1.62E-208,BSPRY,v3,FALSE,Tgif1,Bspry,TGIF1
ENSG00000137309,0.720762263,8.888745808,975.0636024,8.24E-210,4.49E-208,HMGA1,v3,FALSE,Sap30,Hmga1,SAP30
ENSG00000177426,0.823495937,8.69298562,1266.623403,3.69E-209,2.01E-207,TGIF1,v3,FALSE,Cldn7,Tgif1,CLDN7
ENSG00000164105,0.817471709,8.681186338,1280.115705,8.23E-209,4.46E-207,SAP30,v3,FALSE,C6orf132,Sap30,C6ORF132
ENSG00000181885,0.637742443,8.822996347,1149.458138,2.69E-208,1.45E-206,CLDN7,v3,FALSE,Plpp2,Cldn7,PLPP2
ENSG00000188112,0.879744189,8.635581744,1618.591383,1.11E-207,5.96E-206,C6orf132,v3,FALSE,Egr3,C6orf132,EGR3
ENSG00000141934,0.686020379,8.889132916,963.6670307,1.98E-207,1.06E-205,PLPP2,v3,FALSE,Marcks,Plpp2,MARCKS
ENSG00000179388,0.731076877,8.555374002,3954.65002,3.03E-206,1.62E-204,EGR3,v3,FALSE,Ccdc71l,Egr3,CCDC71L
ENSG00000277443,0.68469476,9.084374524,953.1718707,3.08E-205,1.64E-203,MARCKS,v3,FALSE,S100a14,Marcks,S100A14
ENSG00000253276,0.843618261,8.595448495,2128.910711,7.89E-205,4.19E-203,CCDC71L,v3,FALSE,Osr2,Ccdc71l,OSR2
ENSG00000189334,0.708082169,9.523582219,950.1164404,1.34E-204,7.09E-203,S100A14,v3,FALSE,Chmp1b,S100a14,CHMP1B
ENSG00000164920,0.829577184,8.659529576,1346.765935,2.09E-204,1.10E-202,OSR2,v3,FALSE,Bcl7c,Osr2,BCL7C
ENSG00000255112,0.76094204,8.761499219,1037.73825,4.10E-202,2.15E-200,CHMP1B,v3,FALSE,Ube2m,Chmp1b,UBE2M
ENSG00000099385,0.689191457,8.889253056,936.8990833,7.77E-202,4.08E-200,BCL7C,v3,FALSE,Errfi1,Bcl7c,ERRFI1
ENSG00000130725,0.693725243,8.730332649,956.2370534,4.16E-201,2.18E-199,UBE2M,v3,FALSE,Rgs16,Ube2m,RGS16
ENSG00000116285,0.750813177,8.850269383,932.1189868,7.77E-201,4.05E-199,ERRFI1,v3,FALSE,Dnajb6,Errfi1,DNAJB6
ENSG00000143333,0.858736899,8.624504486,1500.295494,5.37E-200,2.80E-198,RGS16,v3,FALSE,Xbp1,Rgs16,XBP1
ENSG00000105993,0.618912335,9.279347319,925.7553135,1.67E-199,8.65E-198,DNAJB6,v3,FALSE,Aldh1a3,Dnajb6,ALDH1A3
ENSG00000100219,0.746773459,8.890964794,924.5064799,3.04E-199,1.57E-197,XBP1,v3,FALSE,Midn,Xbp1,MIDN
ENSG00000130656,-0.641842232,8.54033437,4905.379042,8.32E-199,4.29E-197,HBZ,v3,FALSE,Atp5f1b,Hbz,ATP5F1B
ENSG00000184254,0.776560317,8.609806177,1886.535958,4.71E-198,2.42E-196,ALDH1A3,v3,FALSE,Fxyd3,Aldh1a3,FXYD3
ENSG00000167470,0.839528041,8.639806732,1554.324774,4.80E-198,2.46E-196,MIDN,v3,FALSE,Irs2,Midn,IRS2
ENSG00000110955,0.623151137,9.164384023,913.574116,5.90E-197,3.01E-195,ATP5F1B,v3,FALSE,Tymp,Atp5f1b,TYMP
ENSG00000089356,0.67744116,9.448763824,901.2956946,2.20E-194,1.11E-192,FXYD3,v3,FALSE,Zdhhc12,Fxyd3,ZDHHC12
ENSG00000185950,0.814309734,8.638849586,1376.495224,7.27E-194,3.66E-192,IRS2,v3,FALSE,Klf5,Irs2,KLF5
ENSG00000025708,0.741023683,8.774706729,898.6903499,7.72E-194,3.87E-192,TYMP,v3,FALSE,Ifi30,Tymp,IFI30
ENSG00000160446,0.681074036,8.694657663,1066.764348,1.51E-193,7.56E-192,ZDHHC12,v3,FALSE,Cars2,Zdhhc12,CARS2
ENSG00000102554,0.723006737,8.803890504,888.1660579,1.24E-191,6.13E-190,KLF5,v3,FALSE,Selenok,Klf5,SELENOK
ENSG00000216490,0.68868594,8.557390758,3661.968027,1.75E-190,8.63E-189,IFI30,v3,FALSE,Vim,Ifi30,VIM
ENSG00000134905,0.67346974,8.707541662,1122.822824,2.69E-190,1.32E-188,CARS2,v3,FALSE,Yme1l1,Cars2,YME1L1
ENSG00000113811,0.661527077,9.005827432,880.7165634,4.50E-190,2.21E-188,SELENOK,v3,FALSE,Ctsd,Selenok,CTSD
ENSG00000026025,0.677946952,10.56006472,873.8602911,1.23E-188,6.02E-187,VIM,v3,FALSE,Sqle,Vim,SQLE
ENSG00000136758,0.732142061,8.744822507,920.1418442,1.70E-188,8.28E-187,YME1L1,v3,FALSE,Kcmf1,Yme1l1,KCMF1
ENSG00000117984,0.68833137,8.912046224,872.0311206,2.98E-188,1.45E-186,CTSD,v3,FALSE,Arl5b,Ctsd,ARL5B
ENSG00000104549,0.695758969,9.0937905,869.6447251,9.44E-188,4.56E-186,SQLE,v3,FALSE,Metrn,Sqle,METRN
ENSG00000176407,0.68501844,8.781211236,866.8827584,3.58E-187,1.73E-185,KCMF1,v3,FALSE,Slc39a4,Kcmf1,SLC39A4
ENSG00000165997,0.805757449,8.58623621,2126.42198,5.61E-187,2.70E-185,ARL5B,v3,FALSE,Tiparp,Arl5b,TIPARP
ENSG00000103260,0.674537333,8.679531361,947.932695,5.93E-187,2.84E-185,METRN,v3,FALSE,Tent5b,Metrn,TENT5B
ENSG00000147804,0.706549686,8.675882778,1268.639979,1.79E-186,8.56E-185,SLC39A4,v3,FALSE,Itgb8,Slc39a4,ITGB8
ENSG00000163659,0.808346895,8.603443493,1777.773096,2.62E-186,1.25E-184,TIPARP,v3,FALSE,Pdlim3,Tiparp,PDLIM3
ENSG00000158246,0.806982665,8.60176166,1820.555749,2.05E-185,9.69E-184,TENT5B,v3,FALSE,Wee1,Tent5b,WEE1
ENSG00000105855,0.768007648,8.682794716,1070.728438,3.35E-185,1.58E-183,ITGB8,v3,FALSE,Eif4a2,Itgb8,EIF4A2
ENSG00000154553,0.762642189,8.667087334,1182.632744,1.21E-184,5.67E-183,PDLIM3,v3,FALSE,Cdkn1c,Pdlim3,CDKN1C
ENSG00000166483,0.812550353,8.647778805,1330.552317,1.25E-184,5.84E-183,WEE1,v3,FALSE,Stard10,Wee1,STARD10
ENSG00000156976,0.622192011,9.344896521,854.6426846,1.32E-184,6.20E-183,EIF4A2,v3,FALSE,Snhg7,Eif4a2,SNHG7
ENSG00000129757,0.788086475,8.656378319,1206.37369,1.84E-183,8.60E-182,CDKN1C,v3,FALSE,Rgs10,Cdkn1c,RGS10
ENSG00000214530,0.705201925,8.687241029,1017.103476,2.11E-183,9.83E-182,STARD10,v3,FALSE,Epcam,Stard10,EPCAM
ENSG00000233016,0.652180287,8.77379139,844.7454211,1.59E-182,7.38E-181,SNHG7,v3,FALSE,Baz1a,Snhg7,BAZ1A
ENSG00000148908,0.626245361,8.931526387,844.4299333,1.84E-182,8.55E-181,RGS10,v3,FALSE,Fbxo32,Rgs10,FBXO32
ENSG00000119888,0.60771155,8.999761076,842.5659614,4.54E-182,2.09E-180,EPCAM,v3,FALSE,Phlda1,Epcam,PHLDA1
ENSG00000198604,0.685991714,8.846576283,840.7701609,1.08E-181,4.98E-180,BAZ1A,v3,FALSE,Peli1,Baz1a,PELI1
ENSG00000156804,0.741683454,9.047383161,838.6428729,3.03E-181,1.39E-179,FBXO32,v3,FALSE,Gipc1,Fbxo32,GIPC1
ENSG00000139289,0.817627788,8.627540239,1373.808649,3.80E-180,1.74E-178,PHLDA1,v3,FALSE,Jup,Phlda1,JUP
ENSG00000197329,0.774338176,8.699403383,1069.952972,9.47E-180,4.31E-178,PELI1,v3,FALSE,Jmjd6,Peli1,JMJD6
ENSG00000123159,0.651380126,8.909461999,830.5481022,1.52E-179,6.90E-178,GIPC1,v3,FALSE,Cxcl10,Gipc1,CXCL10
ENSG00000173801,0.743124707,8.685676154,1012.744742,2.81E-179,1.27E-177,JUP,v3,FALSE,Reep3,Jup,REEP3
ENSG00000070495,0.789004893,8.651855842,1268.830373,5.72E-179,2.59E-177,JMJD6,v3,FALSE,Qprt,Jmjd6,QPRT
ENSG00000169245,0.716543844,8.699053842,825.1355274,2.09E-178,9.43E-177,CXCL10,v3,FALSE,Tuba1a,Cxcl10,TUBA1A
ENSG00000165476,0.601704292,8.935244082,822.0738307,9.15E-178,4.11E-176,REEP3,v3,FALSE,Rbp7,Reep3,RBP7
ENSG00000103485,0.625525989,8.742837402,1328.009274,1.13E-177,5.07E-176,QPRT,v3,FALSE,Smap1,Qprt,SMAP1
ENSG00000167552,0.657384762,9.512299139,820.1136975,2.36E-177,1.05E-175,TUBA1A,v3,FALSE,Foxc1,Tuba1a,FOXC1
ENSG00000162444,0.640784408,8.710777401,969.2183667,3.75E-177,1.67E-175,RBP7,v3,FALSE,Rsrc2,Rbp7,RSRC2
ENSG00000112305,0.656009572,8.733538095,835.6801815,4.50E-177,1.99E-175,SMAP1,v3,FALSE,Cxcl16,Smap1,CXCL16
ENSG00000054598,0.755962356,8.688254268,1069.856605,1.11E-176,4.92E-175,FOXC1,v3,FALSE,Dusp5,Foxc1,DUSP5
ENSG00000111011,0.665382158,8.941209779,814.3125563,3.91E-176,1.73E-174,RSRC2,v3,FALSE,Syap1,Rsrc2,SYAP1
ENSG00000161921,0.599030934,8.817149893,814.0222644,4.52E-176,1.99E-174,CXCL16,v3,FALSE,Neu1,Cxcl16,NEU1
ENSG00000138166,0.644639066,8.543418574,4120.157709,1.82E-173,7.95E-172,DUSP5,v3,FALSE,Eci1,Dusp5,ECI1
ENSG00000169895,0.596635861,9.083275734,800.9742302,2.49E-173,1.09E-171,SYAP1,v3,FALSE,Rnd3,Syap1,RND3
ENSG00000204386,0.765922489,8.665514868,1153.701683,1.33E-172,5.79E-171,NEU1,v3,FALSE,Arsd,Neu1,ARSD
ENSG00000167969,0.648731781,8.780118338,797.1778226,1.57E-172,6.82E-171,ECI1,v3,FALSE,Ets2,Eci1,ETS2
ENSG00000115963,0.708882188,8.87485232,792.9353629,1.22E-171,5.26E-170,RND3,v3,FALSE,Caps,Rnd3,CAPS
ENSG00000006756,0.619894971,8.788587458,792.7308394,1.35E-171,5.80E-170,ARSD,v3,FALSE,Sfpq,Arsd,SFPQ
ENSG00000157557,0.756171883,8.684160846,1026.745758,1.23E-169,5.26E-168,ETS2,v3,FALSE,Actn4,Ets2,ACTN4
ENSG00000105519,0.715497616,8.646589614,1135.742797,1.88E-169,8.03E-168,CAPS,v3,FALSE,Cdc42ep4,Caps,CDC42EP4
ENSG00000116560,0.600080475,9.166033622,781.8226475,2.67E-169,1.14E-167,SFPQ,v3,FALSE,Cx3cl1,Sfpq,CX3CL1
ENSG00000130402,0.602044859,9.155272787,781.416448,3.25E-169,1.38E-167,ACTN4,v3,FALSE,Tuba4a,Actn4,TUBA4A
ENSG00000179604,0.643671585,8.862001781,780.5223638,5.02E-169,2.13E-167,CDC42EP4,v3,FALSE,S100a7,Cdc42ep4,S100A7
ENSG00000006210,0.741077085,8.616723553,1266.594789,4.12E-168,1.75E-166,CX3CL1,v3,FALSE,Rax,Cx3cl1,RAX
ENSG00000127824,0.665580734,8.854069434,765.4544425,7.47E-166,3.14E-164,TUBA4A,v3,FALSE,Abhd5,Tuba4a,ABHD5
ENSG00000143556,0.615130708,8.585125446,795.2071373,7.73E-166,3.24E-164,S100A7,v3,FALSE,Serpinh1,S100a7,SERPINH1
ENSG00000134438,0.697847812,8.618349969,1940.687175,8.42E-166,3.52E-164,RAX,v3,FALSE,Slc25a33,Rax,SLC25A33
ENSG00000011198,0.687644472,8.706714054,1001.021591,1.28E-165,5.35E-164,ABHD5,v3,FALSE,Cfd,Abhd5,CFD
ENSG00000149257,0.668730282,8.941439155,762.9648495,2.50E-165,1.04E-163,SERPINH1,v3,FALSE,Hbegf,Serpinh1,HBEGF
ENSG00000171612,0.734224226,8.649786377,1201.76499,2.98E-165,1.23E-163,SLC25A33,v3,FALSE,Baiap2,Slc25a33,BAIAP2
ENSG00000197766,0.62375869,8.728287712,761.609078,4.82E-165,1.99E-163,CFD,v3,FALSE,Tmub1,Cfd,TMUB1
ENSG00000113070,0.632678318,8.555654418,3162.343852,6.07E-165,2.50E-163,HBEGF,v3,FALSE,Ptp4a1,Hbegf,PTP4A1
ENSG00000175866,0.759187927,8.617454252,1413.553312,1.10E-164,4.51E-163,BAIAP2,v3,FALSE,Dpp7,Baiap2,DPP7
ENSG00000164897,0.673180627,8.694861613,946.7620037,3.76E-164,1.54E-162,TMUB1,v3,FALSE,Slc3a2,Tmub1,SLC3A2
ENSG00000112245,0.698410356,8.731000109,867.9686084,2.70E-163,1.10E-161,PTP4A1,v3,FALSE,Fam89b,Ptp4a1,FAM89B
ENSG00000176978,0.625437501,8.799287382,752.3985292,4.21E-163,1.70E-161,DPP7,v3,FALSE,Kcnq1ot1,Dpp7,KCNQ1OT1
ENSG00000168003,0.690023591,8.88643004,746.2385317,8.37E-162,3.36E-160,SLC3A2,v3,FALSE,Odf3b,Slc3a2,ODF3B
ENSG00000176973,0.69886435,8.677184924,992.9917354,1.18E-161,4.73E-160,FAM89B,v3,FALSE,Ddit3,Fam89b,DDIT3
ENSG00000269821,0.609248853,9.506453694,745.4410901,1.23E-161,4.93E-160,KCNQ1OT1,v3,FALSE,Krt7,Kcnq1ot1,KRT7
ENSG00000177989,0.666704072,8.649804788,1170.946366,2.04E-160,8.12E-159,ODF3B,v3,FALSE,Arih1,Odf3b,ARIH1
ENSG00000175197,0.711429562,8.721421696,738.7780897,3.13E-160,1.25E-158,DDIT3,v3,FALSE,Fscn1,Ddit3,FSCN1
ENSG00000135480,0.602546026,9.354864406,734.2255008,2.86E-159,1.13E-157,KRT7,v3,FALSE,Mturn,Krt7,MTURN
ENSG00000166233,0.727248261,8.673119121,1018.055724,5.42E-159,2.14E-157,ARIH1,v3,FALSE,Gnb1,Arih1,GNB1
ENSG00000075618,0.587248715,9.123448355,731.6444051,1.00E-158,3.94E-157,FSCN1,v3,FALSE,Fam173a,Fscn1,FAM173A
ENSG00000180354,0.666240801,8.710196969,833.6844655,1.22E-158,4.78E-157,MTURN,v3,FALSE,Bace2,Mturn,BACE2
ENSG00000078369,0.615272706,8.796254346,730.4673469,1.77E-158,6.95E-157,GNB1,v3,FALSE,Traf4,Gnb1,TRAF4
ENSG00000103254,0.588709399,8.761112811,730.464264,1.77E-158,6.95E-157,FAM173A,v3,FALSE,Ube2q1,Fam173a,UBE2Q1
ENSG00000182240,0.60984271,8.793058752,730.0219358,2.20E-158,8.60E-157,BACE2,v3,FALSE,Krtcap2,Bace2,KRTCAP2
ENSG00000076604,0.710083872,8.700387649,941.0996902,1.85E-157,7.21E-156,TRAF4,v3,FALSE,Spats2l,Traf4,SPATS2L
ENSG00000160714,0.666065445,8.722496417,847.7345357,2.95E-157,1.15E-155,UBE2Q1,v3,FALSE,Mafg,Ube2q1,MAFG
ENSG00000163463,0.620696752,8.867801608,724.0935545,3.92E-157,1.52E-155,KRTCAP2,v3,FALSE,Nfkbid,Krtcap2,NFKBID
ENSG00000196141,0.607037358,8.682870676,809.5909616,4.65E-157,1.80E-155,SPATS2L,v3,FALSE,Enah,Spats2l,ENAH
ENSG00000197063,0.740316613,8.662363751,1071.183545,9.81E-157,3.79E-155,MAFG,v3,FALSE,Anxa11,Mafg,ANXA11
ENSG00000167604,0.722591729,8.57731101,1973.331737,1.83E-156,7.03E-155,NFKBID,v3,FALSE,Smim22,Nfkbid,SMIM22
ENSG00000154380,0.599212131,9.052589398,718.3249298,6.46E-156,2.47E-154,ENAH,v3,FALSE,Arrdc1,Enah,ARRDC1
ENSG00000122359,0.611424457,8.726843165,807.1103331,7.01E-156,2.67E-154,ANXA11,v3,FALSE,Cct2,Anxa11,CCT2
ENSG00000267795,0.672845571,8.629916506,1856.066243,7.05E-156,2.68E-154,SMIM22,v3,FALSE,Cgref1,Smim22,CGREF1
